"","new_celltype"
"cy82_CD45_pos_3_C07_S31_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_F05_S353_comb","T.cell"
"Cy81_FNA_CD45_B06_S210_comb","T.cell"
"cy80_CD45_pos_PD1_pos_D10_S142_comb","T.cell"
"Cy81_FNA_CD45_A10_S202_comb","T.cell"
"CY89A_CD45_POS_10_B07_S211_comb","T.cell"
"CY89FNA_A08_S200_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_F11_S359_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_C02_S602_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G04_S268_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_A08_S296_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_F09_S357_comb","T.cell"
"CY89A_Core_15_B12_S24_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D01_S229_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_B03_S591_comb","T.cell"
"CY89A_Core_15_D12_S48_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_G07_S655_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_D05_S617_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_A08_S584_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A11_S395_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S295_E07_S295_comb","T.cell"
"cy80_CD45_pos_PD1_pos_G11_S179_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H02_S278_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G11_S371_comb","T.cell"
"CY89A_Core_15_G08_S80_comb","T.cell"
"Cy81_FNA_CD45_F07_S259_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G03_S267_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_A02_S290_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G02_S266_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S299_E11_S299_comb","T.cell"
"cy80_CD45_pos_PD1_pos_D01_S133_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_E08_S344_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G04_S364_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F05_S449_comb","T.cell"
"cy80_CD45_neg_G08_S464_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_D05_S89_comb","T.cell"
"CY89A_Core_15_H04_S88_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_H01_S661_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_D09_S333_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_F12_S168_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_H04_S664_comb","T.cell"
"cy80_CD45_pos_PD1_pos_A12_S108_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S118_E10_S118_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S167_G11_S167_comb","T.cell"
"Cy81_FNA_CD45_G06_S270_comb","T.cell"
"Cy81_FNA_CD45_A11_S203_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_A07_S295_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F04_S256_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_H12_S384_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D12_S528_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D03_S231_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_H08_S380_comb","T.cell"
"CY89A_CD45_POS_6_B01_S109_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_E03_S339_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_A11_S587_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_A02_S578_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B04_S208_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C02_S506_comb","T.cell"
"cy80_CD45_neg_B12_S408_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_H02_S374_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_D06_S90_comb","T.cell"
"cy82_CD45_pos_1_C04_S508_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C06_S414_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E08_S536_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_A08_S20_comb","T.cell"
"cy82_CD45_pos_2_D04_S520_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_B02_S590_comb","T.cell"
"cy80_CD45_neg_C07_S415_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_E07_S151_comb","T.cell"
"Cy81_FNA_CD45_F05_S257_comb","NK"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D10_S238_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_B06_S306_comb","T.cell"
"cy80_CD45_pos_PD1_pos_G04_S172_comb","NK"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B07_S403_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H11_S287_comb","T.cell"
"cy80_CD45_pos_PD1_pos_E06_S150_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B10_S46_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_E02_S146_comb","T.cell"
"CY89A_CD45_POS_10_F02_S254_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_D10_S622_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B06_S402_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G08_S464_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F06_S450_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_B05_S593_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S158_G02_S158_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_C02_S314_comb","T.cell"
"cy80_CD45_pos_PD1_pos_B01_S109_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S114_E06_S114_comb","T.cell"
"cy80_CD45_neg_F05_S449_comb","T.cell"
"cy82_CD45_pos_2_B10_S502_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_H01_S373_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B03_S39_comb","T.cell"
"CY89A_Core_15_G03_S75_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E12_S444_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B10_S214_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D08_S428_comb","T.cell"
"CY89A_CD45_POS_10_E12_S252_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B05_S41_comb","T.cell"
"Cy81_FNA_CD45_D06_S234_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_D08_S620_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_E08_S152_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_D07_S331_comb","T.cell"
"CY89A_Core_15_D10_S46_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_E07_S631_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S117_E09_S117_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_E02_S338_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_D11_S623_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_D05_S329_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_G06_S654_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_C04_S64_comb","T.cell"
"cy80_CD45_pos_PD1_pos_D05_S137_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_C01_S61_comb","T.cell"
"cy80_CD45_neg_C01_S409_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_G11_S659_comb","T.cell"
"CY89A_Core_15_H08_S92_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B02_S38_comb","T.cell"
"cy80_CD45_pos_PD1_pos_E12_S156_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_H11_S671_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_C05_S65_comb","T.cell"
"cy80_CD45_neg_F07_S451_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F02_S446_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G07_S463_comb","T.cell"
"cy80_CD45_pos_PD1_pos_C10_S130_comb","T.cell"
"CY89COREQ1_D12_S336_comb","T.cell"
"CY89A_Core_15_D09_S45_comb","T.cell"
"CY89COREQ1_D02_S326_comb","T.cell"
"CY89FNA_B08_S212_comb","T.cell"
"Cy81_FNA_CD45_D04_S232_comb","T.cell"
"cy80_CD45_pos_PD1_pos_C02_S122_comb","T.cell"
"CY89A_Core_15_D08_S44_comb","T.cell"
"cy80_CD45_neg_D11_S431_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B09_S405_comb","T.cell"
"Cy81_FNA_CD45_G12_S276_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S181_H01_S181_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_C03_S315_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D01_S421_comb","T.cell"
"CY89A_CD45_POS_10_H01_S277_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_C12_S612_comb","T.cell"
"Cy81_FNA_CD45_A04_S196_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_H05_S377_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S113_E05_S113_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_H12_S672_comb","T.cell"
"Cy81_FNA_CD45_B05_S209_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C03_S219_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_B12_S312_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C09_S225_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_B04_S40_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E10_S538_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_A11_S299_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_G09_S657_comb","T.cell"
"CY89FNA_F07_S259_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_C06_S606_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S139_F07_S139_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G05_S269_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_D08_S92_comb","T.cell"
"cy80_CD45_neg_D09_S429_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_D07_S91_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_B08_S308_comb","T.cell"
"CY89A_CD45_POS_10_G11_S275_comb","T.cell"
"cy82_CD45_pos_2_A10_S490_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S111_E03_S111_comb","T.cell"
"CY89A_CD45_POS_10_G09_S273_comb","T.cell"
"cy80_CD45_pos_PD1_pos_G12_S180_comb","T.cell"
"CY89A_Core_15_B11_S23_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B05_S209_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B05_S401_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_E05_S629_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_A07_S103_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_B01_S301_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F11_S455_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C06_S222_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_F07_S643_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_F01_S637_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_E06_S150_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E09_S441_comb","T.cell"
"cy80_CD45_pos_PD1_pos_D04_S136_comb","T.cell"
"CY89A_CD45_POS_6_E04_S148_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_B06_S594_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_E10_S346_comb","T.cell"
"CY89A_CD45_POS_6_G05_S173_comb","T.cell"
"cy82_CD45_pos_2_A02_S482_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_F11_S647_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_B09_S309_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S164_G08_S164_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S347_G11_S347_comb","T.cell"
"CY89A_CD45_POS_6_A12_S108_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S249_C09_S249_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_A11_S23_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A12_S396_comb","T.cell"
"cy80_CD45_neg_A03_S387_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_E11_S635_comb","T.cell"
"cy80_CD45_pos_PD1_pos_F08_S164_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_C07_S319_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_B04_S304_comb","T.cell"
"CY89COREQ1_E12_S348_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G09_S369_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D06_S234_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S217_B01_S217_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_B02_S302_comb","T.cell"
"CY89COREQ1_G05_S365_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F07_S259_comb","T.cell"
"cy80_CD45_pos_PD1_pos_D03_S135_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G12_S276_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C09_S417_comb","T.cell"
"CY89A_CD45_POS_10_E11_S251_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S344_G08_S344_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G10_S370_comb","T.cell"
"cy80_CD45_pos_PD1_pos_H02_S182_comb","T.cell"
"Cy81_FNA_CD45_C04_S220_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_A02_S194_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C12_S420_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_H03_S663_comb","T.cell"
"cy82_CD45_pos_1_E06_S534_comb","T.cell"
"CY89A_Core_15_B07_S19_comb","T.cell"
"cy80_CD45_pos_PD1_pos_G09_S177_comb","T.cell"
"CY89A_Core_15_A06_S6_comb","T.cell"
"cy82_CD45_pos_1_B09_S501_comb","T.cell"
"cy80_CD45_pos_PD1_pos_D06_S138_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_H09_S381_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F07_S451_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F11_S263_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_C09_S69_comb","T.cell"
"CY89COREQ1_D07_S331_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_A12_S24_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S242_C02_S242_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E11_S443_comb","T.cell"
"cy82_CD45_pos_2_F01_S541_comb","T.cell"
"CY89COREQ1_C10_S322_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S109_E01_S109_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S268_D04_S268_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F08_S260_comb","T.cell"
"CY89A_CD45_POS_6_H02_S182_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C01_S505_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_C05_S317_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_C08_S608_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D11_S527_comb","T.cell"
"cy82_CD45_pos_1_A07_S487_comb","T.cell"
"CY89A_CD45_POS_6_H01_S181_comb","T.cell"
"CY89A_Core_15_F07_S67_comb","T.cell"
"CY89A_CD45_POS_6_F09_S165_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B07_S211_comb","T.cell"
"cy80_CD45_pos_PD1_pos_B06_S114_comb","B.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G10_S274_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C12_S228_comb","T.cell"
"CY89A_CD45_POS_6_C09_S129_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E06_S438_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_C03_S63_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S143_F11_S143_comb","T.cell"
"CY89A_Core_15_H09_S93_comb","T.cell"
"cy80_CD45_pos_PD1_pos_H04_S184_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E10_S442_comb","T.cell"
"cy80_CD45_neg_G07_S463_comb","T.cell"
"cy80_CD45_pos_PD1_pos_B04_S112_comb","T.cell"
"cy80_CD45_pos_PD1_pos_A02_S98_comb","T.cell"
"CY89A_Core_15_A12_S12_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C11_S227_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_C04_S604_comb","T.cell"
"cy79_p3_CD45_pos_PD1_neg_A10_S106_comb","T.cell"
"CY89COREQ1_G01_S361_comb","T.cell"
"cy82_CD45_pos_1_E09_S537_comb","T.cell"
"cy80_CD45_neg_H11_S479_comb","NK"
"cy79_p4_CD45_pos_PD1_pos_D03_S327_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_C10_S70_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_C09_S609_comb","T.cell"
"CY89A_CD45_POS_10_H06_S282_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_D11_S335_comb","T.cell"
"CY89COREQ1_F04_S352_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S361_H01_S361_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S116_E08_S116_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_B05_S305_comb","T.cell"
"cy80_CD45_pos_PD1_pos_H05_S185_comb","T.cell"
"cy80_CD45_pos_PD1_pos_F09_S165_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B11_S407_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C05_S221_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_D10_S94_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D09_S237_comb","T.cell"
"CY89FNA_E01_S241_comb","T.cell"
"cy80_CD45_pos_PD1_pos_A07_S103_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S141_F09_S141_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C03_S411_comb","T.cell"
"cy80_CD45_pos_PD1_pos_F10_S166_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F11_S551_comb","T.cell"
"CY89A_CD45_POS_10_E04_S244_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_F07_S355_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_H08_S668_comb","T.cell"
"cy80_CD45_neg_B08_S404_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_H09_S669_comb","T.cell"
"CY89COREQ1_A06_S294_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_C06_S66_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_H11_S383_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S112_E04_S112_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S368_H08_S368_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B12_S216_comb","T.cell"
"CY89A_Core_15_E12_S60_comb","T.cell"
"cy80_CD45_pos_PD1_pos_A05_S101_comb","T.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C09_S513_comb","T.cell"
"CY89A_CD45_POS_10_E07_S247_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G03_S459_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S133_F01_S133_comb","T.cell"
"cy80_CD45_pos_PD1_pos_E03_S147_comb","T.cell"
"cy80_Cd45_pos_Pd1_neg_S362_H02_S362_comb","T.cell"
"CY89FNA_C04_S220_comb","T.cell"
"CY89A_CD45_POS_6_G04_S172_comb","T.cell"
"CY89A_CD45_POS_6_A01_S97_comb","T.cell"
"Cy81_FNA_CD45_G05_S269_comb","T.cell"
"Cy81_FNA_CD45_H07_S283_comb","T.cell"
"cy82_CD45_pos_3_B09_S21_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D10_S430_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F12_S264_comb","T.cell"
"CY89A_Core_15_H03_S87_comb","T.cell"
"CY89A_Core_15_E03_S51_comb","T.cell"
"cy80_CD45_pos_PD1_pos_D07_S139_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_G01_S361_comb","T.cell"
"cy80_CD45_neg_E06_S438_comb","T.cell"
"CY89COREQ1_A07_S295_comb","T.cell"
"cy79_p5_CD45_pos_PD1_pos_F04_S640_comb","T.cell"
"cy80_CD45_pos_PD1_pos_C08_S128_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_D10_S334_comb","T.cell"
"Cy81_FNA_CD45_B07_S211_comb","T.cell"
"cy80_CD45_neg_D05_S425_comb","T.cell"
"CY89A_Core_15_F08_S68_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E02_S434_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A02_S386_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F06_S258_comb","T.cell"
"CY89A_CD45_POS_10_F11_S263_comb","T.cell"
"cy79_p4_CD45_neg_PDL1_neg_F01_S1117_comb","T.cell"
"cy80_CD45_neg_D08_S428_comb","T.cell"
"cy80_CD45_neg_E07_S439_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S188_H08_S188_comb","T.cell"
"CY89A_CD45_POS_10_F12_S264_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_E12_S348_comb","T.cell"
"cy80_CD45_pos_PD1_pos_A11_S107_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_A04_S16_comb","T.cell"
"CY89FNA_G07_S271_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H04_S280_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_S168_G12_S168_comb","T.cell"
"CY89A_CD45_POS_6_C05_S125_comb","T.cell"
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_H10_S478_comb","T.cell"
"CY89A_CD45_POS_10_A05_S197_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_D01_S325_comb","T.cell"
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B03_S207_comb","T.cell"
"Cy81_FNA_CD45_H09_S285_comb","T.cell"
"cy80_Cd45_pos_PD1_pos_D03_S87_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_H10_S382_comb","T.cell"
"CY89COREQ1_B03_S303_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_B07_S307_comb","T.cell"
"cy79_p4_CD45_pos_PD1_pos_C01_S313_comb","T.cell"
"CY89A_CD45_POS_6_H05_S185_comb","B.cell"
"CY89A_CD45_POS_10_C11_S227_comb","Macrophage"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C11_S515_comb","B.cell"
"CY89COREQ1_G02_S362_comb","Macrophage"
"cy79_p3_CD45_neg_PDL1_neg_E09_S249_comb","CAF"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B08_S500_comb","B.cell"
"CY89COREQ1_A01_S289_comb","Macrophage"
"CY89NEG_C11_S35_comb","Endo."
"cy80_Cd45_pos_Pd1_neg_S366_H06_S366_comb","B.cell"
"cy80_CD_90_pos_A04_S868_comb","CAF"
"cy80_CD_90_pos_F08_S932_comb","CAF"
"cy79_p3_CD45_pos_PD1_neg_A08_S104_comb","B.cell"
"cy80_CD45_neg_G11_S947_comb","Endo."
"CY89A_Core_15_G04_S76_comb","B.cell"
"CY89A_CD45_POS_10_E10_S250_comb","B.cell"
"CY89A_CD45_POS_6_G07_S175_comb","B.cell"
"cy79_p5_CD45_neg_PDL1_pos_F04_S736_comb","Endo."
"cy80_Cd45_pos_Pd1_neg_S202_A10_S202_comb","B.cell"
"Cy81_FNA_CD45_C12_S228_comb","T.cell"
"cy79_p5_CD45_neg_PDL1_pos_A10_S682_comb","Mal"
"CY89A_Core_15_B02_S14_comb","Macrophage"
"cy80_Cd45_pos_Pd1_neg_S201_A09_S201_comb","B.cell"
"CY89COREQ1_H02_S374_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S221_B05_S221_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_E01_S145_comb","B.cell"
"cy79_p3_CD45_pos_PD1_neg_F07_S163_comb","B.cell"
"CY89FNAQ2_B12_S408_comb","B.cell"
"CY89A_Core_15_D04_S40_comb","B.cell"
"CY89A_CD45_POS_6_C10_S130_comb","Macrophage"
"cy80_Cd45_pos_PD1_pos_A03_S15_comb","B.cell"
"cy79_p5_CD45_neg_PDL1_neg_D04_S808_comb","Mal"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B04_S496_comb","B.cell"
"Cy81_Bulk_CD45_B11_S119_comb","CAF"
"Cy81_Bulk_CD45_B07_S115_comb","Mal"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H05_S569_comb","B.cell"
"CY89A_Core_15_B01_S13_comb","B.cell"
"CY89FNA_E08_S248_comb","B.cell"
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F05_S545_comb","Macrophage"
"cy80_Cd45_pos_PD1_pos_D12_S96_comb","B.cell"
"cy82_CD45_neg_2_B02_S206_comb","Mal"
"cy80_CD45_neg_B11_S887_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S294_E06_S294_comb","B.cell"
"CY89A_Core_15_A09_S9_comb","B.cell"
"cy80_Cd45_pos_Pd1_neg_S228_B12_S228_comb","NK"
"Cy80_II_CD45_G05_S941_comb","CAF"
"cy80_CD_90_pos_E04_S916_comb","CAF"
"cy80_Cd45_pos_Pd1_neg_S370_H10_S370_comb","B.cell"
"cy79_p4_CD45_neg_PDL1_neg_G08_S1136_comb","Mal"
